Acidity,Aftertaste,Aroma,Balance,Body,Category One Defects,Category Two Defects,Clean Cup,Color,Country of Origin,Flavor,Harvest Year,Processing Method,Sweetness,Uniformity,Variety,altitud_limpia,Specialty
7.17,7.67,8.0,7.42,7.67,1,4,10.0,Green,Mexico,7.92,2012,Washed / Wet,10.0,9.33,Typica,1400.0,Specialty
7.42,7.5,7.5,7.83,7.67,0,0,10.0,Green,United States (Hawaii),7.5,2012,Washed / Wet,10.0,10.0,Hawaiian Kona,,Specialty
7.75,7.33,7.5,7.83,7.08,0,0,10.0,,Colombia,7.75,Abril - Julio /2011,,10.0,10.0,,1450.0,Specialty
7.17,7.5,7.42,8.0,7.5,0,0,10.0,,Thailand,7.58,,,10.0,10.0,,,Specialty
7.58,7.42,7.75,7.5,7.5,0,3,10.0,Green,Kenya,7.58,2017,Washed / Wet,10.0,10.0,Sl28,1754.0,Specialty
7.67,7.33,7.5,7.58,7.58,1,2,10.0,Green,Guatemala,7.58,2017,Washed / Wet,10.0,10.0,Bourbon,1700.0,Specialty
7.5,7.58,7.67,7.42,7.5,0,2,10.0,Bluish-Green,Brazil,7.58,2015,Pulped Natural / Honey,10.0,10.0,Yellow Bourbon,905.0,Specialty
7.83,7.67,7.33,7.67,7.33,0,4,10.0,Green,El Salvador,7.67,2016,Washed / Wet,10.0,10.0,Pacas,1250.0,Specialty
7.83,7.75,7.83,7.75,7.75,0,0,9.33,Bluish-Green,Rwanda,7.92,2015,Washed / Wet,9.33,9.33,Bourbon,1900.0,Specialty
7.42,7.5,7.25,7.42,7.75,11,0,10.0,Green,Vietnam,7.58,2014,Other,10.0,10.0,Other,1040.0,Specialty
7.67,7.33,7.58,7.5,7.67,0,2,10.0,Green,Guatemala,7.58,2015,Washed / Wet,10.0,10.0,Bourbon,1219.2,Specialty
7.67,7.33,7.58,7.33,7.42,2,6,10.0,Green,Brazil,7.83,2015,Natural / Dry,10.0,10.0,Catuai,900.0,Specialty
7.58,7.5,7.83,7.67,7.5,0,1,10.0,,Colombia,7.67,2014,Washed / Wet,10.0,10.0,Other,1600.0,Specialty
7.5,7.25,7.42,7.75,7.75,0,9,10.0,,United States,7.58,2014,Other,10.0,10.0,Other,1200.0,Specialty
7.67,7.75,7.67,7.17,7.42,0,4,10.0,Green,Guatemala,7.67,2014,Washed / Wet,10.0,10.0,Bourbon,1500.0,Specialty
7.5,7.58,7.5,7.58,7.58,4,4,10.0,Green,Colombia,7.42,2013,Natural / Dry,10.0,10.0,Typica,1800.0,Specialty
7.42,7.5,7.83,7.5,7.5,0,3,10.0,Green,Colombia,7.5,2013,Washed / Wet,10.0,10.0,Caturra,1775.0,Specialty
7.25,7.33,7.67,7.75,7.58,0,5,10.0,Green,"Tanzania, United Republic Of",7.5,2012,Washed / Wet,10.0,10.0,Arusha,1400.0,Specialty
7.58,7.5,7.58,7.5,7.5,2,10,10.0,Green,Mexico,7.67,2012,Washed / Wet,10.0,10.0,Caturra,1550.0,Specialty
7.75,7.42,7.67,7.42,7.42,0,7,10.0,Blue-Green,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Bourbon,1250.0,Specialty
7.5,7.33,7.67,7.92,7.33,0,10,10.0,Green,Guatemala,7.67,2012,Washed / Wet,10.0,10.0,Bourbon,1310.64,Specialty
7.42,7.5,7.58,7.58,7.67,0,2,10.0,,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Typica,1380.0,Specialty
7.75,7.75,7.75,7.5,7.25,1,3,10.0,,El Salvador,7.58,2010-2011,,10.0,10.0,,1200.0,Specialty
7.67,7.42,7.5,7.5,7.58,0,3,10.0,Green,Guatemala,7.58,,Washed / Wet,10.0,10.0,Caturra,1100.0,Specialty
7.58,7.5,7.58,7.42,7.5,0,8,10.0,Green,Guatemala,7.67,2017,Washed / Wet,10.0,10.0,Caturra,1800.0,Specialty
7.67,7.17,7.5,7.58,7.67,0,4,10.0,Green,Guatemala,7.67,2017,Washed / Wet,10.0,10.0,Bourbon,1700.0,Specialty
7.58,7.42,7.5,7.5,7.67,0,1,10.0,Green,Guatemala,7.5,2017,Washed / Wet,10.0,10.0,Bourbon,1219.2,Specialty
7.67,7.42,7.42,7.5,7.5,0,1,10.0,Green,Guatemala,7.58,2017,Washed / Wet,10.0,10.0,Bourbon,1219.2,Specialty
7.58,7.42,7.5,7.5,7.58,0,15,10.0,Blue-Green,Indonesia,7.58,2017,Other,10.0,10.0,Sulawesi,1500.0,Specialty
7.58,7.33,7.58,7.67,7.33,0,0,10.0,Green,Guatemala,7.58,2017,Washed / Wet,10.0,10.0,Bourbon,157.8864,Specialty
7.67,7.33,7.83,7.67,7.58,0,0,10.0,Green,Taiwan,7.67,2016,Natural / Dry,10.0,9.33,Yellow Bourbon,650.0,Specialty
7.33,7.17,7.67,7.67,7.58,0,4,10.0,,El Salvador,7.67,2017,Washed / Wet,10.0,10.0,Bourbon,1250.0,Specialty
7.67,7.42,7.58,7.5,7.42,0,1,10.0,Bluish-Green,Costa Rica,7.5,2016,Washed / Wet,10.0,10.0,Caturra,1850.0,Specialty
7.58,7.42,7.58,7.5,7.5,0,6,10.0,Green,Honduras,7.5,2017,Natural / Dry,10.0,10.0,Caturra,1400.0,Specialty
7.5,7.58,7.5,7.58,7.58,0,1,10.0,Bluish-Green,Brazil,7.5,2015,Pulped Natural / Honey,10.0,10.0,Yellow Bourbon,905.0,Specialty
7.33,7.33,7.67,7.67,7.67,0,0,10.0,Green,China,7.5,2015,Natural / Dry,10.0,10.0,Catimor,1100.0,Specialty
7.67,7.42,7.5,7.5,7.5,0,2,10.0,Green,China,7.67,2015,Washed / Wet,10.0,10.0,Catimor,1500.0,Specialty
7.75,7.58,7.5,7.5,7.33,0,2,10.0,Blue-Green,Colombia,7.58,2014,Washed / Wet,10.0,10.0,Caturra,1775.0,Specialty
7.5,7.42,7.75,7.5,7.33,0,0,10.0,Bluish-Green,Malawi,7.58,2014,Washed / Wet,10.0,10.0,Gesha,1442.0,Specialty
7.75,7.25,7.75,7.67,7.5,0,2,10.0,Green,Guatemala,7.42,2014,Washed / Wet,10.0,10.0,Pacas,1524.0,Specialty
7.58,7.42,7.67,7.67,7.33,0,0,10.0,Green,Colombia,7.42,2014,Washed / Wet,10.0,10.0,Typica,165.0,Specialty
7.83,7.42,7.67,7.5,7.33,6,0,10.0,Blue-Green,United States (Hawaii),7.58,2013,Natural / Dry,10.0,10.0,Hawaiian Kona,,Specialty
7.75,7.75,7.58,8.0,7.42,0,0,9.33,Green,United States (Hawaii),7.83,2013,Natural / Dry,10.0,9.33,Hawaiian Kona,,Specialty
7.33,7.17,7.58,8.58,7.25,0,2,10.0,Green,Colombia,7.33,2013,Washed / Wet,10.0,10.0,Caturra,1300.0,Specialty
7.5,7.5,7.58,7.5,7.5,0,6,10.0,Green,Mexico,7.58,2013,Washed / Wet,10.0,10.0,Typica,1550.0,Specialty
7.75,7.33,7.58,7.58,7.25,0,0,10.0,,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Typica,1200.0,Specialty
8.0,8.0,8.08,7.92,7.83,1,4,10.0,,Mexico,8.17,2012,Natural / Dry,10.0,6.67,Typica,1200.0,Specialty
7.67,7.42,7.5,7.58,7.5,0,0,10.0,Blue-Green,Colombia,7.58,2012,Washed / Wet,10.0,10.0,Caturra,1625.0,Specialty
7.58,7.58,7.67,7.42,7.5,0,3,10.0,Green,Colombia,7.58,2012,Washed / Wet,10.0,10.0,Caturra,1775.0,Specialty
7.83,7.5,7.25,7.67,7.67,0,0,10.0,Green,United States (Hawaii),7.75,2012,Washed / Wet,10.0,9.33,Hawaiian Kona,,Specialty
7.58,7.5,7.42,7.75,7.5,0,4,10.0,Green,Panama,7.42,2012,Washed / Wet,10.0,10.0,Catuai,1100.0,Specialty
7.83,7.5,7.75,7.42,7.17,0,2,10.0,,United States (Hawaii),7.67,,,10.0,10.0,,,Specialty
7.75,7.25,7.5,7.5,7.58,0,4,10.0,Green,Brazil,7.58,2017 / 2018,Natural / Dry,10.0,10.0,Bourbon,890.0,Specialty
7.67,7.5,7.5,7.42,7.5,0,3,10.0,Bluish-Green,Brazil,7.58,2016,Natural / Dry,10.0,10.0,Bourbon,934.0,Specialty
7.42,7.42,7.67,7.5,7.42,0,0,10.0,Bluish-Green,Laos,7.67,2015,Washed / Wet,10.0,10.0,Catimor,1300.0,Specialty
7.67,7.67,7.67,7.67,7.5,0,7,10.0,Green,El Salvador,7.67,2016,Washed / Wet,9.33,10.0,Pacas,1200.0,Specialty
7.75,7.42,7.5,7.17,7.42,0,3,10.0,Green,Mexico,7.67,2016,,10.0,10.0,,1300.0,Specialty
7.58,7.33,7.75,7.75,7.33,1,9,10.0,Green,Colombia,7.5,2015,Washed / Wet,10.0,10.0,,,Specialty
7.67,7.42,7.58,7.5,7.5,0,0,10.0,Green,Brazil,7.5,2015/2016,Natural / Dry,10.0,10.0,Yellow Bourbon,,Specialty
7.58,7.58,7.33,7.5,7.67,0,9,10.0,,Brazil,7.5,2014,Natural / Dry,10.0,10.0,Catuai,,Specialty
7.5,7.5,7.5,7.58,7.5,0,0,10.0,Green,"Tanzania, United Republic Of",7.5,2014,Washed / Wet,10.0,10.0,Other,1700.0,Specialty
7.58,7.5,7.58,7.58,7.33,0,4,10.0,Green,"Tanzania, United Republic Of",7.5,2014,Washed / Wet,10.0,10.0,Bourbon,1550.0,Specialty
7.42,7.83,8.0,7.25,7.25,0,0,10.0,Green,Taiwan,7.83,2014,Washed / Wet,10.0,10.0,Typica,1200.0,Specialty
7.5,7.42,7.67,7.5,7.42,0,0,10.0,Green,Mexico,7.58,2014,Natural / Dry,10.0,10.0,Typica,1296.0,Specialty
7.67,7.33,7.67,7.5,7.5,0,0,10.0,Green,Uganda,7.5,2013,Washed / Wet,10.0,10.0,Sl14,1650.0,Specialty
7.5,7.5,7.67,7.5,7.5,0,0,10.0,Green,Taiwan,7.5,2013/2014,Washed / Wet,10.0,10.0,Typica,1240.0,Specialty
7.67,7.5,7.42,7.5,7.58,0,0,10.0,Bluish-Green,Thailand,7.5,2013,Washed / Wet,10.0,10.0,Caturra,1500.0,Specialty
7.25,7.67,7.75,7.42,7.58,0,3,10.0,Bluish-Green,Colombia,7.58,2012,Washed / Wet,10.0,10.0,Caturra,1800.0,Specialty
6.75,7.5,7.92,7.58,7.92,0,17,10.0,,El Salvador,8.0,2012,Washed / Wet,9.33,10.0,Other,,Specialty
7.67,7.17,7.67,7.5,7.5,0,0,10.0,Green,Guatemala,7.67,2012,Washed / Wet,10.0,10.0,Caturra,1500.0,Specialty
7.33,7.83,7.83,7.83,7.58,0,0,10.0,Bluish-Green,Thailand,7.33,2012,Washed / Wet,9.33,10.0,Other,,Specialty
7.58,7.42,7.58,7.5,7.42,0,2,10.0,,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Other,1100.0,Specialty
7.58,7.58,7.5,7.42,7.42,0,0,10.0,,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Typica,950.0,Specialty
7.42,7.42,7.33,7.67,7.67,0,0,10.0,Green,Colombia,7.58,Spring 2011 in Colombia.,,10.0,10.0,,,Specialty
7.67,7.5,7.83,7.58,7.5,2,0,10.0,,United States (Hawaii),7.67,,,9.33,10.0,,,Specialty
7.75,7.25,7.75,7.58,7.67,0,1,10.0,,Mexico,7.58,2010-2011,,10.0,10.0,Blue Mountain,1400.0,Specialty
7.33,7.67,8.08,7.17,7.33,0,3,10.0,,Colombia,7.67,4T/10,,10.0,10.0,,1800.0,Specialty
7.33,7.33,7.5,7.83,7.67,0,2,10.0,,Colombia,7.42,2009-2010,,10.0,10.0,,,Specialty
7.75,7.42,7.5,7.5,7.5,0,2,10.0,Green,Guatemala,7.42,2017,Washed / Wet,10.0,10.0,Bourbon,1219.2,Specialty
7.42,7.5,7.67,7.5,7.58,0,0,10.0,Green,Taiwan,7.42,2016,Pulped Natural / Honey,10.0,10.0,Typica,1050.0,Specialty
7.5,7.42,7.5,7.33,7.75,0,7,10.0,Green,Brazil,7.58,2016,Pulped Natural / Honey,10.0,10.0,,,Specialty
7.08,7.0,7.25,7.0,7.0,0,0,10.0,Blue-Green,Taiwan,7.25,2016 / 2017,,10.0,10.0,,200.0,Specialty
7.33,7.5,7.42,7.67,7.25,1,2,10.0,Green,Brazil,7.42,2016,,10.0,10.0,,,Specialty
7.33,7.42,7.83,7.5,7.42,0,6,10.0,Blue-Green,Indonesia,7.58,2015,Semi-Washed / Semi-Pulped,10.0,10.0,Typica,1250.0,Specialty
7.67,7.42,7.75,7.5,7.42,0,0,10.0,Green,Thailand,7.33,2014,Washed / Wet,10.0,10.0,,800.0,Specialty
7.42,7.58,7.42,7.5,7.58,0,1,10.0,Blue-Green,Thailand,7.58,2014,Washed / Wet,10.0,10.0,Caturra,1450.0,Specialty
7.5,7.33,7.75,7.5,7.58,0,1,10.0,,"Tanzania, United Republic Of",7.42,2014,Washed / Wet,10.0,10.0,Other,1317.0,Specialty
7.58,7.42,7.83,7.42,7.42,0,0,10.0,Green,Uganda,7.5,2013,Natural / Dry,10.0,10.0,Sl14,1650.0,Specialty
7.67,7.5,7.67,7.75,7.0,0,3,10.0,Green,Costa Rica,7.42,2013,Washed / Wet,10.0,10.0,Catuai,1300.0,Specialty
7.75,7.42,7.58,7.67,7.67,0,11,10.0,Green,Mexico,7.58,2014,Washed / Wet,10.0,9.33,,,Specialty
7.58,7.42,7.5,7.58,7.42,0,4,10.0,Blue-Green,Guatemala,7.58,2012,Natural / Dry,10.0,10.0,,,Specialty
7.42,7.33,7.75,7.83,7.5,0,3,10.0,Blue-Green,Colombia,7.25,2013,Washed / Wet,10.0,10.0,Caturra,1750.0,Specialty
7.25,7.75,7.75,7.58,7.33,0,3,10.0,,Colombia,7.5,2012,Washed / Wet,10.0,10.0,Caturra,1750.0,Specialty
7.58,7.42,7.58,7.42,7.67,0,0,10.0,Green,Colombia,7.5,2013,Washed / Wet,10.0,10.0,Caturra,1750.0,Specialty
7.5,7.5,7.5,7.5,7.42,0,6,10.0,Green,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Typica,1250.0,Specialty
7.75,7.58,7.67,6.83,7.67,0,0,10.0,Green,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Typica,1150.0,Specialty
7.42,7.58,7.33,7.5,7.67,2,2,10.0,Green,Colombia,7.42,2012,Washed / Wet,10.0,10.0,Caturra,1775.0,Specialty
7.75,7.33,7.58,7.5,7.5,0,4,10.0,,Brazil,7.5,2011,,10.0,10.0,Mundo Novo,975.0,Specialty
7.5,7.5,7.5,7.5,7.58,0,4,10.0,Green,Brazil,7.5,2017 / 2018,Natural / Dry,10.0,10.0,Bourbon,890.0,Specialty
7.5,7.25,7.83,7.33,7.42,0,5,10.0,Green,Indonesia,7.75,2017,Washed / Wet,10.0,10.0,Other,1250.0,Specialty
7.5,7.33,7.58,7.5,7.5,0,4,10.0,Green,Honduras,7.58,2017,Washed / Wet,10.0,10.0,Caturra,1400.0,Specialty
7.5,7.33,7.5,7.5,7.67,0,2,10.0,Green,Guatemala,7.5,2016,Washed / Wet,10.0,10.0,Bourbon,1219.2,Specialty
7.75,7.5,7.5,7.42,7.33,0,0,10.0,Green,Thailand,7.83,2014,Washed / Wet,10.0,9.33,,800.0,Specialty
7.5,7.5,7.33,7.5,7.67,0,0,10.0,,Thailand,7.5,2014,Washed / Wet,10.0,10.0,Caturra,1450.0,Specialty
7.58,7.33,7.67,7.5,7.5,0,1,10.0,Green,"Tanzania, United Republic Of",7.42,2014,Washed / Wet,10.0,10.0,Other,1600.0,Specialty
7.58,7.42,7.75,7.58,7.58,0,3,10.0,Bluish-Green,"Tanzania, United Republic Of",7.0,2014,Washed / Wet,10.0,10.0,Other,,Specialty
7.67,7.5,7.42,7.5,7.25,0,1,10.0,Green,Mexico,7.58,2013,Washed / Wet,10.0,10.0,Other,1600.0,Specialty
7.33,7.67,7.42,7.67,7.42,0,0,10.0,Bluish-Green,Brazil,7.5,2013/2014,Semi-Washed / Semi-Pulped,10.0,10.0,Yellow Bourbon,1260.0,Specialty
7.67,7.33,7.83,7.5,7.42,0,4,10.0,Green,Guatemala,7.42,2013,Washed / Wet,10.0,10.0,Bourbon,1310.64,Specialty
7.42,7.42,7.5,7.58,7.58,0,1,10.0,Green,Colombia,7.5,2013,Washed / Wet,10.0,10.0,Caturra,1750.0,Specialty
7.33,7.17,7.83,7.67,7.5,0,0,10.0,Green,Guatemala,7.67,2013,Washed / Wet,10.0,10.0,Bourbon,1310.64,Specialty
7.5,7.5,7.5,7.42,7.42,0,10,10.0,,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Typica,1679.0,Specialty
7.67,7.33,7.67,7.33,7.5,0,5,10.0,Green,Mexico,7.5,2012,Washed / Wet,10.0,10.0,Typica,1100.0,Specialty
7.58,7.33,7.92,7.42,7.25,0,2,10.0,,Mexico,7.5,2012,Semi-Washed / Semi-Pulped,10.0,10.0,Typica,1650.0,Specialty
7.33,7.33,7.67,7.83,7.5,0,5,10.0,Green,Guatemala,7.33,2012,Natural / Dry,10.0,10.0,Caturra,,Specialty
7.67,7.33,7.67,7.5,7.5,0,4,10.0,Blue-Green,Brazil,7.42,2012,Semi-Washed / Semi-Pulped,10.0,10.0,Bourbon,1250.0,Specialty
7.5,7.33,7.67,7.67,7.25,1,3,10.0,Green,Colombia,7.5,2012,Washed / Wet,10.0,10.0,Caturra,1775.0,Specialty
7.75,7.33,7.33,7.67,7.42,2,3,10.0,Green,United States (Hawaii),7.42,2012,Washed / Wet,10.0,10.0,Hawaiian Kona,,Specialty
7.67,7.67,7.75,7.58,7.58,1,14,10.0,,Guatemala,7.58,,,10.0,9.33,,1600.0,Specialty
7.58,7.17,7.42,7.5,7.58,0,6,10.0,Green,Honduras,7.67,2017,Washed / Wet,10.0,10.0,Other,1500.0,No Specialty
7.75,7.33,7.58,7.5,7.33,0,2,10.0,Green,Guatemala,7.5,2017,Washed / Wet,10.0,10.0,Bourbon,1700.0,No Specialty
7.67,7.25,7.67,7.33,7.42,0,0,10.0,Green,Guatemala,7.58,2016,Washed / Wet,10.0,10.0,Bourbon,1700.0,No Specialty
7.67,7.25,7.58,7.5,7.5,0,0,10.0,Green,Guatemala,7.5,2017,Washed / Wet,10.0,10.0,Bourbon,157.8864,No Specialty
7.75,7.08,7.5,7.5,7.67,0,3,10.0,Green,Guatemala,7.42,2017,Washed / Wet,10.0,10.0,Caturra,,No Specialty
7.75,7.83,5.08,8.08,7.83,0,1,10.0,Green,Colombia,7.75,2016,Washed / Wet,10.0,10.0,Caturra,1600.0,No Specialty
7.5,7.42,7.67,7.42,7.42,0,0,10.0,Green,China,7.42,2015,Washed / Wet,10.0,10.0,Catimor,1600.0,No Specialty
7.5,7.33,7.42,7.42,7.25,0,0,10.0,Green,Brazil,7.5,2016,,10.0,10.0,,,No Specialty
7.42,7.42,7.67,7.42,7.67,0,7,10.0,Green,"Tanzania, United Republic Of",7.25,2015/2016,Washed / Wet,10.0,10.0,Ruiru 11,2285.0,No Specialty
7.5,7.33,7.17,7.42,7.75,0,0,10.0,Green,Brazil,7.83,2015/2016,Natural / Dry,10.0,10.0,Yellow Bourbon,,No Specialty
7.67,7.5,7.5,7.5,7.42,0,0,10.0,Green,Guatemala,7.5,2013,Washed / Wet,10.0,10.0,Caturra,1400.0,No Specialty
7.58,7.42,7.42,7.5,7.42,0,0,10.0,Green,Mexico,7.5,2014,Washed / Wet,10.0,10.0,Typica,1296.0,No Specialty
7.5,7.33,7.58,7.42,7.5,0,1,10.0,Blue-Green,Brazil,7.67,2012,Semi-Washed / Semi-Pulped,10.0,10.0,Catuai,1000.0,No Specialty
7.75,7.58,7.58,7.58,7.5,0,3,10.0,Green,Peru,7.58,2013,Washed / Wet,10.0,9.33,,,No Specialty
7.5,7.25,7.25,7.5,7.42,0,0,10.0,Green,Brazil,7.33,2013/2014,Natural / Dry,10.0,10.0,Yellow Bourbon,1260.0,No Specialty
7.92,7.5,7.5,7.67,7.42,0,0,10.0,Green,Mexico,7.58,2013,Washed / Wet,10.0,9.33,Bourbon,1170.0,No Specialty
7.17,7.42,7.25,7.5,7.75,0,2,10.0,,Honduras,7.67,2012,Washed / Wet,10.0,10.0,,,No Specialty
7.5,7.33,7.67,7.5,7.58,0,9,10.0,Green,Colombia,7.42,2013,Washed / Wet,10.0,10.0,Caturra,1775.0,No Specialty
7.67,7.42,7.5,7.58,7.42,0,5,10.0,Green,Mexico,7.42,2013,Washed / Wet,10.0,10.0,Typica,1560.0,No Specialty
7.42,7.5,7.42,7.5,7.58,0,2,10.0,Green,Mexico,7.58,2012,Semi-Washed / Semi-Pulped,10.0,10.0,Typica,1400.0,No Specialty
7.58,7.33,7.42,7.5,7.5,0,9,10.0,Green,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Typica,1300.0,No Specialty
7.58,7.25,7.75,7.33,7.58,0,1,10.0,Green,Mexico,7.33,2012,Washed / Wet,10.0,10.0,Caturra,1170.0,No Specialty
7.5,7.33,7.5,7.5,7.5,0,0,10.0,Green,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Typica,1300.0,No Specialty
7.5,7.17,7.58,7.5,7.5,0,6,10.0,Green,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Pacamara,1350.0,No Specialty
7.58,7.33,7.58,7.5,7.5,0,0,10.0,Green,Mexico,7.33,2012,Washed / Wet,10.0,10.0,Caturra,1150.0,No Specialty
7.42,7.33,7.67,7.33,7.58,0,4,10.0,,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Bourbon,1250.0,No Specialty
7.67,7.42,7.83,7.33,7.17,0,0,10.0,Bluish-Green,Mexico,7.5,2012,Washed / Wet,10.0,10.0,Typica,1450.0,No Specialty
7.42,7.25,7.67,7.67,7.5,0,2,10.0,,Colombia,7.33,2012,Natural / Dry,10.0,10.0,Caturra,442.0,No Specialty
7.42,7.42,7.75,7.42,7.5,0,2,10.0,Blue-Green,Brazil,7.5,2012,Natural / Dry,10.0,10.0,Arusha,,No Specialty
7.58,7.17,7.33,7.58,7.42,0,2,10.0,Green,Colombia,7.58,2011,Washed / Wet,10.0,10.0,Caturra,1750.0,No Specialty
7.25,7.42,7.58,7.83,7.58,0,1,10.0,,Colombia,7.25,3T/2011,,10.0,10.0,,1750.0,No Specialty
7.5,7.33,7.5,7.42,7.42,0,8,10.0,Green,Honduras,7.58,2017,Washed / Wet,10.0,10.0,Caturra,1396.0,No Specialty
7.33,7.5,7.33,7.5,7.5,0,11,10.0,Green,Brazil,7.5,2016,Natural / Dry,10.0,10.0,Catuai,982.0,No Specialty
7.5,7.42,7.42,7.58,7.5,0,14,10.0,Green,Brazil,7.42,2016 / 2017,Natural / Dry,10.0,10.0,,,No Specialty
7.5,7.42,7.5,7.5,7.42,0,3,10.0,Bluish-Green,Brazil,7.5,2016,Natural / Dry,10.0,10.0,Bourbon,934.0,No Specialty
7.25,7.25,7.75,7.67,7.42,6,3,10.0,Bluish-Green,Costa Rica,7.5,2015,Washed / Wet,10.0,10.0,Caturra,1850.0,No Specialty
7.5,7.5,7.75,7.58,7.33,0,0,10.0,Green,Costa Rica,7.33,2015,Washed / Wet,10.0,10.0,Catuai,1550.0,No Specialty
7.5,7.42,7.5,7.42,7.42,0,2,10.0,Green,China,7.58,2015,Pulped Natural / Honey,10.0,10.0,Catimor,1580.0,No Specialty
8.33,7.25,8.25,8.08,8.17,0,0,6.67,Green,Brazil,7.83,2015/2016,Natural / Dry,10.0,10.0,Bourbon,1268.0,No Specialty
7.42,7.5,7.42,7.58,7.5,0,10,10.0,Green,Brazil,7.5,2015,Natural / Dry,10.0,10.0,Mundo Novo,,No Specialty
7.83,7.17,7.5,7.5,7.5,0,6,10.0,Green,Guatemala,7.42,2015,Washed / Wet,10.0,10.0,Bourbon,1676.4,No Specialty
7.58,7.42,7.33,7.5,7.33,0,0,10.0,Green,Malawi,7.58,2014,Washed / Wet,10.0,10.0,Gesha,1450.0,No Specialty
8.08,7.67,7.75,8.0,8.08,0,0,10.0,Blue-Green,Brazil,8.08,2014/2015,Natural / Dry,6.67,10.0,Bourbon,1100.0,No Specialty
7.58,7.5,7.58,7.5,7.75,0,3,10.0,Green,Guatemala,7.67,2014,Washed / Wet,10.0,9.33,Pacas,1524.0,No Specialty
7.5,7.42,7.33,7.5,7.5,0,0,10.0,Green,Mexico,7.58,2014,Washed / Wet,10.0,10.0,,,No Specialty
7.17,7.5,7.42,8.33,7.08,0,2,10.0,Green,Colombia,7.33,2013,Washed / Wet,10.0,10.0,Caturra,1300.0,No Specialty
7.5,7.5,7.5,7.5,7.5,0,0,10.0,Green,Taiwan,7.5,2013/2014,Washed / Wet,10.0,10.0,Typica,600.0,No Specialty
7.5,7.58,7.5,7.58,7.5,2,1,10.0,Green,Guatemala,7.42,2013,Washed / Wet,10.0,10.0,Bourbon,1310.64,No Specialty
7.5,7.5,7.5,7.58,7.5,0,1,10.0,Green,Colombia,7.42,2013,Washed / Wet,10.0,10.0,Caturra,1750.0,No Specialty
7.5,7.42,7.67,7.42,7.42,0,3,10.0,Green,Mexico,7.5,2013,Washed / Wet,10.0,10.0,Typica,1300.0,No Specialty
7.75,7.25,7.92,7.58,7.92,0,14,9.33,Green,Costa Rica,7.58,2012,Washed / Wet,10.0,9.33,,,No Specialty
7.67,7.33,7.67,7.33,7.5,0,3,10.0,Green,Guatemala,7.5,2012,Washed / Wet,10.0,10.0,Bourbon,1752.6,No Specialty
7.33,7.58,7.58,7.58,7.0,1,8,10.0,,Mexico,7.67,2012,Natural / Dry,10.0,10.0,Typica,441.0,No Specialty
7.58,7.5,7.67,7.5,7.5,0,9,10.0,Green,Mexico,7.58,2012,Washed / Wet,10.0,10.0,Bourbon,1170.0,No Specialty
7.5,7.33,7.5,7.5,7.33,2,5,10.0,Green,Guatemala,7.67,2012,Washed / Wet,10.0,10.0,Bourbon,1310.64,No Specialty
7.5,7.42,7.58,7.42,7.5,0,2,10.0,Green,Brazil,7.5,2012,Natural / Dry,10.0,10.0,Mundo Novo,1100.0,No Specialty
7.33,7.33,8.0,7.67,7.08,0,0,10.0,Green,Mexico,7.75,2012,Washed / Wet,10.0,9.33,Typica,1300.0,No Specialty
7.58,7.25,7.58,7.5,7.42,0,2,10.0,Green,Brazil,7.58,2012,Washed / Wet,10.0,10.0,Mundo Novo,950.0,No Specialty
7.25,7.33,7.83,7.42,7.58,0,0,10.0,Green,Colombia,7.58,2012,Natural / Dry,10.0,10.0,Caturra,442.0,No Specialty
7.42,7.25,7.58,7.33,7.67,2,10,10.0,Green,Brazil,7.5,,Washed / Wet,10.0,10.0,Catuai,1100.0,No Specialty
7.17,7.0,7.0,7.0,7.0,0,0,10.0,Blue-Green,Taiwan,7.08,2016/2017,,10.0,10.0,,,No Specialty
7.67,7.25,7.67,7.42,7.42,0,2,10.0,Green,Guatemala,7.5,2016,Washed / Wet,10.0,10.0,Pacas,1450.0,No Specialty
7.08,7.5,7.42,7.42,7.5,0,9,10.0,Green,Brazil,7.67,2015/2016,Natural / Dry,10.0,10.0,Yellow Bourbon,,No Specialty
7.67,7.5,7.58,8.42,7.83,0,0,9.33,Green,El Salvador,7.67,2014,Washed / Wet,9.33,9.33,Bourbon,1500.0,No Specialty
7.58,7.42,7.58,7.42,7.42,0,2,10.0,Green,Honduras,7.5,2015,Washed / Wet,10.0,10.0,Catuai,1350.0,No Specialty
7.42,7.33,7.58,7.5,7.58,0,0,10.0,Blue-Green,Malawi,7.42,2014,Washed / Wet,10.0,10.0,Gesha,1180.0,No Specialty
7.42,7.42,7.75,7.33,7.33,0,0,10.0,Green,Brazil,7.58,2014/2015,Natural / Dry,10.0,10.0,Bourbon,1100.0,No Specialty
