Acidity,Aftertaste,Aroma,Balance,Body,Category One Defects,Category Two Defects,Clean Cup,Color,Country of Origin,Flavor,Harvest Year,Processing Method,Sweetness,Uniformity,Variety,altitud_limpia,Specialty
7.33,7.33,7.33,7.42,7.33,0,6,10.0,Green,Mexico,7.5,2012,Semi-Washed / Semi-Pulped,10.0,10.0,Typica,1000.0,No Specialty
7.17,7.33,7.42,7.42,7.25,0,5,10.0,Green,Mexico,7.42,2012,Washed / Wet,10.0,10.0,Bourbon,1250.0,No Specialty
7.5,7.25,7.5,7.58,7.42,0,3,10.0,Green,Mexico,7.5,2012,Natural / Dry,10.0,9.33,Typica,1100.0,No Specialty
7.33,7.17,7.75,7.33,7.58,0,0,10.0,Green,Indonesia,7.17,2012,Washed / Wet,10.0,10.0,Other,1400.0,No Specialty
7.42,7.17,7.5,7.33,7.5,0,2,10.0,Blue-Green,Brazil,7.42,2012,Semi-Washed / Semi-Pulped,10.0,10.0,Bourbon,125.0,No Specialty
7.42,7.33,7.33,7.33,7.17,0,1,10.0,Green,Guatemala,7.5,2012,Washed / Wet,10.0,10.0,Bourbon,,No Specialty
7.42,7.17,7.42,7.33,7.42,1,0,10.0,,Colombia,7.42,Abril - Julio,,10.0,10.0,,1450.0,No Specialty
7.5,7.33,7.33,7.83,7.5,0,17,10.0,,United States (Hawaii),7.33,,,10.0,9.33,,,No Specialty
7.33,7.08,7.58,7.33,7.5,1,17,10.0,Green,Mexico,7.33,2017,Washed / Wet,10.0,10.0,Mundo Novo,1100.0,No Specialty
7.58,7.08,7.42,7.25,7.33,0,0,10.0,Green,Guatemala,7.33,2016,Washed / Wet,10.0,10.0,Catuai,1371.6,No Specialty
7.33,7.5,7.33,7.42,6.83,0,2,10.0,Green,Brazil,7.5,2015/2016,Natural / Dry,10.0,10.0,Catuai,1100.0,No Specialty
7.25,7.17,7.5,7.42,7.5,0,1,10.0,Green,Honduras,7.33,2015,Washed / Wet,10.0,10.0,Catuai,1400.0,No Specialty
7.17,7.42,7.83,7.08,7.08,0,0,10.0,Green,Taiwan,7.75,2014,Washed / Wet,10.0,10.0,Typica,110.0,No Specialty
7.42,7.33,7.58,7.42,7.08,0,0,10.0,Bluish-Green,Malawi,7.17,2014,Washed / Wet,10.0,10.0,Gesha,1422.0,No Specialty
7.17,7.42,7.25,7.33,7.33,0,0,10.0,Green,Brazil,7.5,2014/2015,Natural / Dry,10.0,10.0,Bourbon,1100.0,No Specialty
7.42,7.17,7.42,7.42,7.42,0,6,10.0,Green,Guatemala,7.5,2014,Washed / Wet,10.0,10.0,Bourbon,1550.0,No Specialty
7.17,7.25,7.67,7.42,7.25,1,1,10.0,Green,Mexico,7.33,2014,Washed / Wet,10.0,10.0,Typica,1550.0,No Specialty
7.33,7.17,7.42,7.42,7.42,1,5,10.0,Bluish-Green,Peru,7.42,2013,Washed / Wet,10.0,10.0,,,No Specialty
7.42,7.25,7.42,7.5,7.42,0,4,10.0,Green,Guatemala,7.33,2013,Washed / Wet,10.0,10.0,Bourbon,1310.64,No Specialty
7.17,7.25,7.42,7.42,7.25,1,8,10.0,,Mexico,7.33,2012,Washed / Wet,10.0,10.0,Caturra,763.0,No Specialty
7.25,7.25,7.42,7.33,7.5,0,1,10.0,,Mexico,7.42,2012,Washed / Wet,10.0,10.0,Typica,1100.0,No Specialty
7.17,7.25,7.5,7.75,7.17,0,0,10.0,Green,Colombia,7.42,2011,Natural / Dry,10.0,10.0,Caturra,1750.0,No Specialty
7.0,7.42,7.75,7.25,7.33,0,2,10.0,,Colombia,7.33,4T72010,,10.0,10.0,,1880.0,No Specialty
7.58,7.0,7.83,7.5,7.58,0,10,10.0,,United States (Hawaii),7.0,,,10.0,10.0,Peaberry,,No Specialty
7.17,7.33,7.5,7.42,7.33,0,0,10.0,,Colombia,7.33,2016,Washed / Wet,10.0,10.0,Caturra,,No Specialty
7.17,7.0,7.5,7.33,7.5,0,3,10.0,Bluish-Green,Honduras,7.5,2016 / 2017,Washed / Wet,10.0,10.0,Caturra,1500.0,No Specialty
7.42,7.0,7.67,7.08,7.58,0,0,10.0,Green,Mexico,7.42,2016,,10.0,10.0,,1130.0,No Specialty
7.33,7.33,7.25,7.42,7.33,0,14,10.0,Green,Brazil,7.33,2015/2016,Natural / Dry,10.0,10.0,Catuai,1100.0,No Specialty
7.42,7.17,7.58,7.17,7.17,0,4,10.0,Green,Honduras,7.42,2015,Washed / Wet,10.0,10.0,Catuai,1350.0,No Specialty
7.25,7.42,7.17,7.33,7.42,0,6,10.0,Green,Brazil,7.33,2014/2015,Other,10.0,10.0,Yellow Bourbon,1200.0,No Specialty
7.33,7.42,7.08,7.5,7.33,0,3,10.0,Green,Philippines,7.33,2014,Washed / Wet,10.0,10.0,Other,1400.0,No Specialty
7.33,7.08,7.75,7.25,7.33,0,1,10.0,Green,Malawi,7.33,2014,Washed / Wet,10.0,10.0,Gesha,1200.0,No Specialty
7.33,7.17,7.33,7.33,7.5,0,3,10.0,Green,Honduras,7.33,2014,Washed / Wet,10.0,10.0,Catuai,1450.0,No Specialty
7.33,7.25,7.58,7.25,7.25,4,13,10.0,Green,Mexico,7.42,2012,Washed / Wet,10.0,10.0,Typica,1800.0,No Specialty
7.42,7.17,7.33,7.33,7.58,0,4,10.0,,Mexico,7.25,2012,Washed / Wet,10.0,10.0,Typica,1000.0,No Specialty
7.5,7.5,7.5,7.83,7.75,0,0,9.33,Green,Brazil,7.58,,Natural / Dry,9.33,9.33,Catuai,1100.0,No Specialty
7.83,7.67,7.83,7.75,7.83,0,0,10.0,Green,Taiwan,7.75,2015,Natural / Dry,10.0,9.33,Typica,680.0,No Specialty
7.08,7.17,7.17,8.17,6.92,0,1,10.0,Green,Brazil,7.42,2015/2016,Natural / Dry,10.0,10.0,Yellow Bourbon,,No Specialty
7.17,7.33,7.08,7.25,7.42,0,4,10.0,Green,Nicaragua,7.5,2015,Washed / Wet,10.0,10.0,Catuai,1100.0,No Specialty
7.5,7.17,7.42,7.25,7.33,0,1,10.0,Green,Honduras,7.17,2015,Washed / Wet,10.0,10.0,Catuai,1400.0,No Specialty
7.25,7.17,7.33,7.33,7.42,0,2,10.0,Bluish-Green,Guatemala,7.42,2014,Washed / Wet,10.0,10.0,Pacamara,1700.0,No Specialty
7.5,7.17,7.33,7.42,7.25,0,5,10.0,Green,"Tanzania, United Republic Of",7.17,2014,Washed / Wet,10.0,10.0,Other,1700.0,No Specialty
7.25,7.25,7.5,7.25,7.25,0,0,10.0,Green,Taiwan,7.5,2013/2014,Semi-Washed / Semi-Pulped,10.0,10.0,Typica,650.0,No Specialty
7.58,7.5,7.5,7.25,7.0,0,4,10.0,Green,Guatemala,7.33,2013,Washed / Wet,10.0,10.0,Caturra,1524.0,No Specialty
7.33,7.33,7.42,7.42,7.5,0,1,10.0,Green,Mexico,7.42,2012,Washed / Wet,10.0,9.33,Typica,1500.0,No Specialty
7.17,7.17,7.33,7.17,7.58,0,7,10.0,Green,Nicaragua,7.5,2016,Washed / Wet,10.0,10.0,,1200.0,No Specialty
7.33,7.17,7.67,7.17,7.5,0,2,10.0,Green,"Tanzania, United Republic Of",7.17,2015/2016,Washed / Wet,10.0,10.0,Bourbon,1050.0,No Specialty
7.25,7.08,7.75,7.25,7.08,0,10,10.0,Green,Mexico,7.58,2015,Washed / Wet,10.0,10.0,Caturra,1200.0,No Specialty
7.17,7.33,7.5,7.17,7.08,0,0,10.0,Bluish-Green,Costa Rica,7.5,2015,Washed / Wet,10.0,10.0,Caturra,1300.0,No Specialty
7.42,7.0,7.42,7.33,7.33,0,1,10.0,Green,Honduras,7.33,2015,Natural / Dry,10.0,10.0,Catuai,1450.0,No Specialty
7.17,7.42,6.83,7.42,7.5,0,0,10.0,Blue-Green,Thailand,7.42,2014,Washed / Wet,10.0,10.0,Caturra,1450.0,No Specialty
7.08,7.25,7.25,7.5,7.58,0,4,10.0,,Philippines,7.25,2014,Natural / Dry,10.0,10.0,Typica,1200.0,No Specialty
7.33,7.17,7.58,7.25,7.33,0,2,10.0,Bluish-Green,"Tanzania, United Republic Of",7.17,2014,Washed / Wet,10.0,10.0,Bourbon,1550.0,No Specialty
7.08,7.33,7.58,7.33,7.33,0,12,10.0,Green,Malawi,7.25,2014,Washed / Wet,10.0,10.0,Caturra,995.0,No Specialty
7.25,7.33,7.33,7.58,7.33,0,3,10.0,Green,Costa Rica,7.08,2014,Washed / Wet,10.0,10.0,Catuai,1300.0,No Specialty
7.42,7.17,7.42,7.25,7.33,0,3,10.0,Green,Brazil,7.42,2013,Natural / Dry,10.0,10.0,Catuai,,No Specialty
7.75,7.08,7.42,7.17,7.42,3,7,10.0,Green,Mexico,7.25,2012,Natural / Dry,10.0,10.0,Typica,1800.0,No Specialty
7.25,7.33,7.42,7.42,7.25,0,4,10.0,Green,Guatemala,7.25,2012,Washed / Wet,10.0,10.0,Caturra,1450.0,No Specialty
7.42,7.25,7.42,7.17,7.5,0,1,10.0,Green,Brazil,7.33,2012,Natural / Dry,10.0,10.0,Mundo Novo,1000.0,No Specialty
7.67,7.67,7.25,7.67,7.42,3,0,9.33,,United States (Hawaii),7.75,,,10.0,8.67,,,No Specialty
7.33,7.17,7.42,7.17,7.42,0,1,10.0,,Ethiopia,7.33,2016,Natural / Dry,10.0,10.0,,,No Specialty
7.25,7.5,7.58,7.58,7.75,5,8,10.0,Green,Brazil,7.42,2016,Natural / Dry,9.33,9.33,Mundo Novo,695.0,No Specialty
7.42,7.33,7.33,7.33,7.33,0,1,10.0,,Nicaragua,7.33,2015,Washed / Wet,10.0,10.0,Other,1100.0,No Specialty
7.42,7.33,7.42,7.33,7.25,0,0,10.0,,United States,7.17,2014,Natural / Dry,10.0,10.0,Pache Comun,1706.88,No Specialty
7.25,7.33,7.42,7.33,7.25,0,2,10.0,Green,"Tanzania, United Republic Of",7.33,2014,Washed / Wet,10.0,10.0,Other,1456.0,No Specialty
7.25,7.17,7.42,7.58,7.25,0,0,10.0,Green,Costa Rica,7.25,2014,Washed / Wet,10.0,10.0,Caturra,1500.0,No Specialty
7.58,7.67,7.67,7.67,7.58,0,0,10.0,Green,United States (Puerto Rico),7.75,2013,Washed / Wet,10.0,6.67,Other,853.44,No Specialty
7.33,7.33,7.25,7.33,7.17,5,16,10.0,,Mexico,7.42,2012,Washed / Wet,10.0,10.0,Typica,1650.0,No Specialty
7.42,7.33,7.33,7.42,7.25,0,2,10.0,Green,Mexico,7.25,2012,Washed / Wet,10.0,10.0,Typica,1300.0,No Specialty
7.42,7.25,7.33,7.25,7.25,0,5,10.0,Green,Mexico,7.33,2012,Washed / Wet,10.0,10.0,Typica,1642.0,No Specialty
7.42,7.25,7.42,7.25,7.17,0,1,10.0,Green,Mexico,7.33,2012,Washed / Wet,10.0,10.0,Typica,1200.0,No Specialty
7.58,7.25,7.42,7.17,6.92,0,0,10.0,Blue-Green,United States (Hawaii),7.42,2012,Washed / Wet,10.0,10.0,Hawaiian Kona,,No Specialty
7.5,7.17,7.25,7.17,7.33,0,9,10.0,Green,Brazil,7.25,,Pulped Natural / Honey,10.0,10.0,Bourbon,,No Specialty
7.33,7.08,7.42,7.58,7.25,0,6,10.0,Green,El Salvador,7.08,2017,Washed / Wet,10.0,10.0,Bourbon,1450.0,No Specialty
7.67,7.17,7.33,7.17,7.33,0,3,10.0,Bluish-Green,Brazil,7.17,2016 / 2017,Pulped Natural / Honey,10.0,10.0,Yellow Bourbon,,No Specialty
7.5,7.17,7.42,7.17,7.25,0,8,10.0,Green,Guatemala,7.25,2016,Washed / Wet,10.0,10.0,Bourbon,3280.0,No Specialty
5.25,7.42,7.67,7.75,7.67,0,4,10.0,Green,Colombia,7.5,2016,Washed / Wet,10.0,10.0,Caturra,1600.0,No Specialty
7.25,7.0,7.5,7.25,7.5,0,1,10.0,Green,Guatemala,7.25,2015,Washed / Wet,10.0,10.0,Bourbon,1219.2,No Specialty
7.25,7.17,7.25,7.33,7.5,0,0,10.0,Bluish-Green,Taiwan,7.17,2015,Washed / Wet,10.0,10.0,Typica,758.0,No Specialty
7.33,7.25,7.42,7.17,7.25,0,1,10.0,Green,Honduras,7.25,2014,Natural / Dry,10.0,10.0,Caturra,1350.0,No Specialty
7.75,7.83,7.67,7.75,7.83,0,0,6.67,Green,Brazil,7.75,2014,Natural / Dry,10.0,10.0,Mundo Novo,,No Specialty
7.42,7.08,7.33,7.33,7.17,0,5,10.0,Green,"Tanzania, United Republic Of",7.33,2014,Washed / Wet,10.0,10.0,Other,1525.0,No Specialty
7.33,7.17,7.33,7.42,7.42,0,3,10.0,Green,Uganda,6.92,2013,Natural / Dry,10.0,10.0,Sl14,1700.0,No Specialty
7.33,7.33,7.5,7.33,7.33,0,0,10.0,Green,Taiwan,6.92,2013/2014,Semi-Washed / Semi-Pulped,10.0,10.0,Typica,1100.0,No Specialty
7.42,7.25,7.33,7.17,7.25,0,3,10.0,Green,Thailand,7.42,2012,Washed / Wet,10.0,10.0,,800.0,No Specialty
7.33,7.33,7.08,7.25,7.42,0,12,10.0,Green,Mexico,7.33,2012,Washed / Wet,10.0,10.0,Other,950.0,No Specialty
7.67,7.5,7.58,7.5,7.58,0,8,10.0,Green,Mexico,7.67,2012,Washed / Wet,10.0,8.0,Typica,1100.0,No Specialty
7.33,7.25,7.33,7.25,7.33,0,0,10.0,Blue-Green,Taiwan,7.17,2017,Washed / Wet,10.0,10.0,Other,200.0,No Specialty
7.58,7.33,7.67,7.5,7.67,0,2,9.33,Green,Guatemala,7.67,2017,Washed / Wet,9.33,9.33,Bourbon,1901.0,No Specialty
7.5,7.5,7.17,7.75,8.0,0,3,10.0,Green,Kenya,7.58,2017,Washed / Wet,10.0,10.0,Sl28,1600.0,No Specialty
7.42,7.17,7.5,7.33,7.5,0,11,10.0,Green,Mexico,7.33,2017,Washed / Wet,10.0,9.33,Bourbon,1100.0,No Specialty
7.58,7.0,7.17,7.0,7.33,0,5,10.0,,Myanmar,7.42,2015,Other,10.0,10.0,Other,1066.8,No Specialty
7.17,7.17,7.42,7.25,7.58,2,5,10.0,Bluish-Green,United States (Hawaii),7.08,2014,Natural / Dry,10.0,10.0,Hawaiian Kona,,No Specialty
7.25,7.17,7.33,7.33,7.42,0,0,10.0,Green,"Tanzania, United Republic Of",7.17,2014,Washed / Wet,10.0,10.0,Other,1700.0,No Specialty
7.25,7.25,7.25,7.33,7.25,0,8,10.0,Green,Brazil,7.33,2014/2015,Natural / Dry,10.0,10.0,Yellow Bourbon,1200.0,No Specialty
7.08,7.33,7.92,7.08,7.08,0,0,10.0,Green,Taiwan,7.67,2014,Washed / Wet,10.0,10.0,Typica,550.0,No Specialty
7.25,7.17,7.17,7.33,7.25,0,0,10.0,,Brazil,7.42,2014/2015,Natural / Dry,10.0,10.0,Bourbon,1100.0,No Specialty
7.0,7.25,7.33,7.42,7.5,1,3,10.0,Green,Nicaragua,7.08,2013,Washed / Wet,10.0,10.0,Caturra,1050.0,No Specialty
7.5,6.92,7.58,7.17,7.25,2,5,10.0,Green,Guatemala,7.42,2014,Washed / Wet,10.0,10.0,Pacas,1524.0,No Specialty
7.08,7.08,7.25,8.08,7.08,0,0,10.0,Green,Taiwan,7.17,2013/2014,Other,10.0,10.0,Typica,688.0,No Specialty
7.25,7.25,7.42,7.25,7.25,0,0,10.0,Green,Taiwan,7.25,2013/2014,Washed / Wet,10.0,10.0,Typica,300.0,No Specialty
7.5,7.08,7.58,7.25,7.17,0,12,10.0,Green,Mexico,7.33,2012,Washed / Wet,10.0,10.0,Typica,1186.0,No Specialty
7.33,7.33,7.67,7.0,7.17,0,0,10.0,,Thailand,7.58,,,10.0,10.0,Peaberry,,No Specialty
7.17,7.17,7.42,7.25,7.17,0,0,10.0,Green,Laos,7.33,2016,Washed / Wet,10.0,10.0,Catimor,1300.0,No Specialty
7.33,7.08,7.67,7.25,7.17,0,1,10.0,Green,Guatemala,7.25,2013,Washed / Wet,10.0,10.0,Caturra,1200.0,No Specialty
7.42,7.25,7.17,7.33,7.25,0,7,10.0,Green,Mexico,7.08,2012,Semi-Washed / Semi-Pulped,10.0,10.0,Catuai,1210.0,No Specialty
7.33,7.33,7.33,7.17,7.25,0,3,10.0,Green,Mexico,7.25,2012,Washed / Wet,10.0,10.0,Typica,1100.0,No Specialty
7.25,7.33,7.5,7.17,7.17,0,1,10.0,Green,Mexico,7.17,2012,Washed / Wet,10.0,10.0,Bourbon,100.0,No Specialty
7.25,7.0,7.42,7.5,7.33,2,0,10.0,Blue-Green,United States (Hawaii),7.33,2012,Washed / Wet,10.0,10.0,Hawaiian Kona,,No Specialty
6.83,7.0,7.33,7.67,7.33,0,1,10.0,,Colombia,7.33,4T/2010,,10.0,10.0,,1800.0,No Specialty
7.17,7.08,7.17,7.58,7.25,0,1,10.0,Green,Brazil,7.25,2015/2016,Natural / Dry,10.0,10.0,,,No Specialty
7.58,7.0,6.92,7.08,7.5,0,2,10.0,Green,Myanmar,7.5,2015,Washed / Wet,10.0,10.0,Catuai,,No Specialty
7.42,7.0,7.5,7.17,7.17,0,1,10.0,Green,Guatemala,7.33,2015,Washed / Wet,10.0,10.0,Caturra,1706.88,No Specialty
7.25,7.17,7.25,7.25,7.33,0,5,10.0,Green,Nicaragua,7.25,2015,Washed / Wet,10.0,10.0,Other,,No Specialty
7.42,7.0,7.5,7.17,7.25,0,2,10.0,Green,Honduras,7.33,2015,Natural / Dry,10.0,10.0,Caturra,1450.0,No Specialty
7.33,7.17,7.25,7.17,7.33,1,4,10.0,Green,Panama,7.33,2014,Other,10.0,10.0,Caturra,1680.0,No Specialty
7.42,7.08,7.42,7.25,7.25,0,2,10.0,Green,Honduras,7.17,2015,Washed / Wet,10.0,10.0,Catuai,1350.0,No Specialty
7.5,7.08,7.25,7.33,7.25,0,1,10.0,Green,Honduras,7.33,2015,Natural / Dry,10.0,10.0,Catuai,1450.0,No Specialty
7.25,7.25,7.33,7.17,7.17,0,0,10.0,Green,Costa Rica,7.33,2014,Washed / Wet,10.0,10.0,Caturra,1300.0,No Specialty
7.25,7.42,7.58,7.5,7.5,0,2,9.33,Green,Mexico,7.33,2012,Washed / Wet,10.0,9.33,Typica,1200.0,No Specialty
7.25,7.42,7.42,7.33,7.08,0,0,10.0,Green,Haiti,7.0,2012,Washed / Wet,10.0,10.0,Typica,1000.0,No Specialty
7.25,7.17,7.08,7.67,7.33,0,6,10.0,Bluish-Green,United States (Hawaii),7.33,2011,Natural / Dry,10.0,10.0,Arusha,,No Specialty
7.08,7.08,7.33,7.33,7.42,0,1,10.0,Green,Taiwan,7.08,2016,Other,10.0,10.0,Typica,,No Specialty
7.67,7.0,7.58,7.5,7.5,0,1,9.33,Blue-Green,Indonesia,7.42,2015,Semi-Washed / Semi-Pulped,10.0,9.33,Mandheling,1350.0,No Specialty
7.17,6.83,7.67,7.17,7.42,0,0,10.0,Green,Guatemala,7.42,2015/2016,Washed / Wet,10.0,10.0,Bourbon,1500.0,No Specialty
7.67,7.67,7.83,7.5,7.83,0,4,10.0,Blue-Green,Costa Rica,7.5,2015,Washed / Wet,10.0,6.67,Caturra,185.0,No Specialty
7.17,7.17,7.5,7.17,7.25,0,1,10.0,Bluish-Green,Malawi,7.25,2014,Washed / Wet,10.0,10.0,Caturra,995.0,No Specialty
7.25,7.17,7.25,7.42,7.17,0,4,10.0,Green,Mexico,7.17,2014,Washed / Wet,10.0,10.0,Typica,1200.0,No Specialty
7.67,7.42,7.67,7.75,7.5,0,1,10.0,,Colombia,7.5,2014,Natural / Dry,6.67,10.0,Caturra,1550.0,No Specialty
7.5,7.0,7.67,7.0,7.0,0,5,10.0,Green,Guatemala,7.17,2013,Washed / Wet,10.0,10.0,Bourbon,1550.0,No Specialty
7.33,7.5,7.0,7.33,7.0,0,2,10.0,Green,Guatemala,7.33,2012,Washed / Wet,10.0,10.0,Bourbon,,No Specialty
7.17,7.33,7.0,7.17,7.17,0,3,10.0,Green,Guatemala,7.5,2012,Washed / Wet,10.0,10.0,Bourbon,,No Specialty
7.42,7.08,7.17,7.42,7.08,0,2,10.0,,Colombia,7.25,,,10.0,10.0,,,No Specialty
7.08,7.33,7.33,7.25,7.58,0,7,10.0,Green,Brazil,7.25,2016,,10.0,9.33,,,No Specialty
7.25,7.0,7.08,7.0,7.42,0,0,10.0,Green,Nicaragua,7.5,2016,,10.0,10.0,,,No Specialty
7.33,7.08,7.25,7.25,7.33,0,1,10.0,Bluish-Green,"Tanzania, United Republic Of",7.08,2014,Washed / Wet,10.0,10.0,Other,1400.0,No Specialty
7.0,7.33,7.42,7.25,7.08,0,3,10.0,Green,Brazil,7.25,2014/2015,Semi-Washed / Semi-Pulped,10.0,10.0,Bourbon,1200.0,No Specialty
7.42,7.0,7.5,7.0,7.33,0,5,10.0,Green,Honduras,7.17,2014,Washed / Wet,10.0,10.0,Caturra,1400.0,No Specialty
7.5,6.83,7.17,7.25,7.17,0,5,10.0,Green,Guatemala,7.42,2014,Natural / Dry,10.0,10.0,Bourbon,1383.792,No Specialty
7.92,7.5,7.42,7.83,7.83,0,0,8.67,,United States (Hawaii),7.58,,,9.33,8.67,,,No Specialty
7.5,7.0,7.08,7.33,7.08,0,2,10.0,,Colombia,7.25,,,10.0,10.0,,,No Specialty
7.42,7.17,7.17,7.25,7.17,0,0,10.0,Blue-Green,Taiwan,7.17,2017,Natural / Dry,10.0,10.0,Other,,No Specialty
7.17,7.08,7.33,7.17,7.25,0,4,10.0,Green,Guatemala,7.25,2017,Washed / Wet,10.0,10.0,Caturra,1500.0,No Specialty
7.17,7.0,7.58,7.08,7.33,0,5,10.0,Green,Honduras,7.33,2017,Washed / Wet,10.0,10.0,Catuai,1650.0,No Specialty
7.17,7.17,7.25,7.17,7.25,0,0,10.0,Green,Mauritius,7.25,2016,,10.0,10.0,,280.0,No Specialty
7.5,7.17,7.25,7.25,7.33,0,3,10.0,Green,Brazil,7.33,2015/2016,Semi-Washed / Semi-Pulped,10.0,9.33,Yellow Bourbon,1250.0,No Specialty
7.42,7.17,7.17,7.08,7.25,0,2,10.0,Green,Myanmar,7.33,2015,Washed / Wet,10.0,10.0,Other,,No Specialty
7.5,6.83,7.5,7.17,7.17,0,3,10.0,Green,Guatemala,7.17,2014,Washed / Wet,10.0,10.0,Other,1219.2,No Specialty
7.33,7.08,7.42,7.5,7.67,0,10,9.33,,Brazil,7.42,2013,Semi-Washed / Semi-Pulped,10.0,9.33,Yellow Bourbon,1250.0,No Specialty
7.58,7.33,7.42,7.42,7.58,1,0,10.0,Green,United States (Hawaii),7.33,2013,Natural / Dry,10.0,8.67,Hawaiian Kona,,No Specialty
7.67,7.0,7.5,7.0,7.17,1,1,10.0,Green,Guatemala,7.5,2013,Washed / Wet,10.0,10.0,Bourbon,1859.28,No Specialty
7.33,7.08,7.25,7.17,7.25,0,1,10.0,,Mexico,7.25,2012,Washed / Wet,10.0,10.0,Typica,1450.0,No Specialty
7.42,7.0,7.25,7.0,7.33,0,0,10.0,Green,Honduras,7.42,2016,,10.0,10.0,,1450.0,No Specialty
7.17,7.17,7.58,7.17,7.17,0,0,10.0,Green,Taiwan,7.17,2014,Washed / Wet,10.0,10.0,Typica,600.0,No Specialty
7.08,7.08,7.33,7.17,7.33,0,1,10.0,Green,El Salvador,7.17,2013,Washed / Wet,10.0,10.0,Bourbon,1450.0,No Specialty
7.17,7.25,7.25,7.17,7.33,0,14,10.0,Green,China,7.08,2013,Washed / Wet,10.0,10.0,Other,1700.0,No Specialty
7.25,7.17,7.25,7.25,7.25,0,0,10.0,Green,Taiwan,7.25,2013/2014,Washed / Wet,10.0,10.0,Typica,600.0,No Specialty
7.5,7.08,6.92,7.17,7.33,2,4,10.0,Green,Mexico,7.17,2012,Washed / Wet,10.0,10.0,Typica,1050.0,No Specialty
7.33,7.08,7.42,7.17,7.25,4,16,10.0,Green,Mexico,7.08,2012,Washed / Wet,10.0,10.0,Caturra,1550.0,No Specialty
7.33,7.17,7.08,7.08,7.08,0,0,10.0,Green,Burundi,7.25,2016,,10.0,10.0,,1700.0,No Specialty
7.25,7.0,7.25,7.08,7.42,0,5,10.0,Green,"Tanzania, United Republic Of",7.17,2015/2016,Washed / Wet,10.0,10.0,Bourbon,1700.0,No Specialty
7.25,7.25,7.25,7.08,7.25,0,5,10.0,Bluish-Green,"Tanzania, United Republic Of",7.17,2014,Washed / Wet,10.0,10.0,Other,,No Specialty
7.25,7.08,7.25,7.25,7.25,0,0,10.0,Green,Taiwan,7.25,2013/2014,Other,10.0,10.0,Yellow Bourbon,600.0,No Specialty
7.5,6.83,7.33,7.17,7.0,1,4,10.0,Green,Guatemala,7.33,2013,Washed / Wet,10.0,10.0,Bourbon,1310.64,No Specialty
7.33,7.08,7.25,7.17,7.33,0,21,10.0,Green,Mexico,7.08,2012,Semi-Washed / Semi-Pulped,10.0,10.0,Typica,940.0,No Specialty
7.33,6.92,7.17,7.33,7.67,5,7,10.0,Green,United States (Hawaii),7.5,2012,Washed / Wet,10.0,9.33,Hawaiian Kona,,No Specialty
7.33,7.25,7.25,8.0,7.5,0,1,9.33,,Ethiopia,7.25,2010,,10.0,9.33,,,No Specialty
7.08,7.42,7.17,7.0,7.0,0,1,10.0,Green,Brazil,7.33,2017 / 2018,Natural / Dry,10.0,10.0,Catuai,995.0,No Specialty
7.0,7.0,7.25,7.0,7.42,0,4,10.0,Green,Honduras,7.25,2016,Natural / Dry,10.0,10.0,Caturra,1400.0,No Specialty
7.33,7.0,7.25,7.0,7.33,0,2,10.0,Green,Mexico,7.17,2016,Washed / Wet,10.0,10.0,Caturra,1600.0,No Specialty
7.33,7.0,8.0,6.92,7.08,1,26,10.0,Green,Myanmar,7.08,2015,Natural / Dry,10.0,10.0,Other,914.4,No Specialty
7.0,7.08,7.42,7.33,7.17,0,1,10.0,Green,Myanmar,7.0,2014,Natural / Dry,10.0,10.0,Catuai,,No Specialty
7.25,7.0,7.08,7.25,7.5,0,2,10.0,Green,Nicaragua,6.92,2015,Washed / Wet,10.0,10.0,Caturra,900.0,No Specialty
7.67,7.67,7.5,7.58,7.42,4,13,9.33,Green,United States (Hawaii),7.08,2014,Natural / Dry,9.33,9.33,Hawaiian Kona,,No Specialty
7.75,7.83,7.42,7.58,8.08,0,0,8.67,Green,Colombia,8.0,2012,Washed / Wet,8.67,8.67,Typica,,No Specialty
7.25,7.25,7.25,7.25,7.17,0,0,10.0,Green,Taiwan,7.08,2013/2014,Semi-Washed / Semi-Pulped,10.0,10.0,Typica,700.0,No Specialty
7.33,7.33,7.0,7.17,7.0,1,12,10.0,Green,Guatemala,7.17,2012,Washed / Wet,10.0,10.0,Caturra,1400.0,No Specialty
7.25,7.17,7.58,7.0,6.75,2,8,10.0,,Mexico,7.33,2012,Washed / Wet,10.0,10.0,Caturra,808.0,No Specialty
7.58,7.25,7.42,7.33,7.42,0,2,10.0,,Vietnam,7.25,2017,Other,10.0,8.67,Catimor,1550.0,No Specialty
7.33,7.08,7.17,7.08,7.25,0,2,10.0,,Nicaragua,7.08,2015,Washed / Wet,10.0,10.0,Caturra,1187.5,No Specialty
7.17,7.0,7.25,7.08,7.08,0,0,10.0,Green,Honduras,7.25,2015,Washed / Wet,10.0,10.0,Catuai,1400.0,No Specialty
7.17,7.0,7.33,7.17,7.17,0,2,10.0,Green,Guatemala,7.33,2013,Washed / Wet,10.0,10.0,Bourbon,1310.64,No Specialty
7.42,6.92,7.33,7.08,7.25,0,2,10.0,Green,Mexico,7.08,2012,Washed / Wet,10.0,10.0,Typica,1250.0,No Specialty
7.5,7.33,7.58,7.17,7.08,1,2,10.0,Green,Mexico,7.42,2012,Washed / Wet,10.0,8.67,Typica,1550.0,No Specialty
